taskId,assetId,assetType,department,corridorId,defectSeverity,assetCriticality,historicalFailures,overdueDays,trainTraffic,safetyRisk,expectedDegradation,assetAgeYears,priorityScore,failureRisk,riskLevel,recommendedDeadline,status,estimatedDurationMinutes
MT-00769,AST-0444,OHE,Traction Distribution,COR-010,1.0,6,0,0,20,3.3,0.167,11.6,21,0.205,Low,2026-10-15,overdue,75
MT-00770,AST-0679,Track,Engineering,COR-005,6.5,10,1,8,100,6.5,0.381,8.4,70,0.704,High,2026-09-10,pending,180
MT-00771,AST-0051,Station Equipment,S&T,COR-009,5.0,5,0,4,26,5.0,0.145,4.1,33,0.332,Low,2026-10-01,pending,90
MT-00772,AST-0143,Track,Engineering,COR-003,5.0,7,2,0,32,5.3,0.24,9.2,40,0.404,Low,2026-09-19,pending,75
MT-00773,AST-0503,Signal,S&T,COR-008,6.4,9,0,2,69,5.9,0.175,8.2,59,0.59,Medium,2026-09-21,in_progress,90
MT-00774,AST-0121,Signal,S&T,COR-008,6.1,10,1,6,69,8.0,0.296,4.6,59,0.586,Medium,2026-09-14,pending,120
MT-00775,AST-0722,Track,Engineering,COR-009,5.8,8,1,9,26,5.9,0.18,11.1,54,0.541,Medium,2026-09-18,completed,150
MT-00776,AST-0471,Signal,S&T,COR-001,5.1,9,1,20,45,6.8,0.246,9.9,69,0.691,High,2026-09-07,completed,120
MT-00777,AST-0401,OHE,Traction Distribution,COR-009,7.7,7,1,2,26,6.5,0.289,8.3,53,0.526,Low,2026-09-19,in_progress,210
MT-00778,AST-0774,Track,Engineering,COR-007,6.1,8,0,3,45,7.3,0.093,11.2,51,0.513,Low,2026-09-18,completed,90
MT-00779,AST-0424,Signal,S&T,COR-002,6.0,8,1,6,26,6.6,0.22,9.8,49,0.488,Low,2026-09-19,overdue,165
MT-00780,AST-0125,Signal,S&T,COR-002,6.1,9,1,4,26,6.1,0.335,8.6,57,0.572,Medium,2026-09-19,pending,165
MT-00781,AST-0125,Signal,S&T,COR-002,7.1,9,1,7,26,7.7,0.294,8.6,54,0.542,Medium,2026-09-18,pending,120
MT-00782,AST-0023,Track,Engineering,COR-008,8.5,8,1,13,69,7.8,0.473,16.9,75,0.749,Critical,2026-09-06,pending,225
MT-00783,AST-0389,Bridge,Engineering,COR-002,4.4,9,0,8,26,6.8,0.153,1.1,52,0.52,Low,2026-09-21,completed,240
MT-00784,AST-0751,Signal,S&T,COR-002,6.8,8,2,7,26,7.8,0.325,7.8,64,0.636,Medium,2026-09-13,pending,165
MT-00785,AST-0226,Signal,S&T,COR-002,5.8,9,0,7,26,6.2,0.446,5.5,54,0.537,Medium,2026-09-16,completed,90
MT-00786,AST-0564,Signal,S&T,COR-005,8.5,10,1,2,100,9.1,0.315,10.8,71,0.707,High,2026-09-09,completed,60
MT-00787,AST-0353,Track,Engineering,COR-009,7.4,7,1,2,26,4.7,0.258,4.0,40,0.404,Low,2026-09-21,completed,120
MT-00788,AST-0473,Track,Engineering,COR-005,5.2,10,1,18,100,7.0,0.464,16.2,78,0.777,Critical,2026-09-09,pending,210
MT-00789,AST-0690,Station Equipment,S&T,COR-009,8.8,4,2,6,26,5.2,0.296,1.6,47,0.468,Low,2026-09-14,pending,180
MT-00790,AST-0017,Track,Engineering,COR-003,2.2,8,4,7,32,6.3,0.304,13.4,42,0.417,Low,2026-09-15,pending,180
MT-00791,AST-0426,OHE,Traction Distribution,COR-004,6.4,8,1,1,48,6.4,0.331,12.0,48,0.482,Low,2026-09-14,completed,45
MT-00792,AST-0481,OHE,Traction Distribution,COR-009,3.2,7,0,5,26,5.4,0.017,13.7,41,0.414,Low,2026-09-18,completed,240
MT-00793,AST-0376,Signal,S&T,COR-010,9.2,8,2,0,20,5.9,0.466,40.0,49,0.486,Low,2026-09-19,completed,195
MT-00794,AST-0628,Track,Engineering,COR-005,6.7,9,2,3,100,6.8,0.344,4.7,60,0.598,Medium,2026-09-19,completed,150
MT-00795,AST-0300,Track,Engineering,COR-004,4.4,8,2,3,48,4.9,0.295,14.1,51,0.514,Low,2026-09-20,in_progress,165
MT-00796,AST-0443,OHE,Traction Distribution,COR-009,3.8,6,0,5,26,7.0,0.042,4.4,40,0.4,Low,2026-09-19,pending,165
MT-00797,AST-0660,Signal,S&T,COR-001,4.7,8,2,3,45,5.2,0.342,10.0,53,0.53,Low,2026-09-21,pending,195
MT-00798,AST-0787,Track,Engineering,COR-007,5.6,7,1,7,45,5.8,0.344,21.4,51,0.512,Low,2026-09-21,pending,30
MT-00799,AST-0723,Bridge,Engineering,COR-007,4.3,10,0,5,45,6.8,0.144,3.6,54,0.535,Medium,2026-09-15,pending,210
MT-00800,AST-0442,OHE,Traction Distribution,COR-010,4.7,7,0,28,20,3.8,0.405,16.7,54,0.541,Medium,2026-09-15,pending,105
MT-00801,AST-0001,Signal,S&T,COR-004,7.1,9,2,19,48,6.8,0.536,12.3,78,0.782,Critical,2026-09-06,completed,120
MT-00802,AST-0525,Signal,S&T,COR-002,7.2,9,1,9,26,7.8,0.518,27.2,71,0.713,High,2026-09-07,pending,225
MT-00803,AST-0046,Track,Engineering,COR-002,4.0,7,1,2,26,5.2,0.362,13.3,47,0.47,Low,2026-09-17,pending,210
MT-00804,AST-0278,Track,Engineering,COR-006,3.3,9,1,7,73,3.5,0.382,16.2,49,0.495,Low,2026-09-19,pending,135
MT-00805,AST-0785,Track,Engineering,COR-001,5.6,7,1,4,45,5.2,0.294,13.5,44,0.437,Low,2026-09-21,pending,165
MT-00806,AST-0175,Bridge,Engineering,COR-005,7.0,10,0,1,100,8.8,0.375,2.6,73,0.728,High,2026-09-09,pending,150
MT-00807,AST-0476,Station Equipment,S&T,COR-001,7.3,5,2,10,45,6.0,0.514,20.8,64,0.643,Medium,2026-09-22,pending,45
MT-00808,AST-0467,Track,Engineering,COR-001,6.9,8,2,3,45,8.0,0.468,22.6,65,0.649,High,2026-09-09,pending,180
MT-00809,AST-0272,Track,Engineering,COR-010,7.1,7,0,3,20,5.4,0.098,10.3,45,0.455,Low,2026-09-21,overdue,165
MT-00810,AST-0363,Signal,S&T,COR-009,5.8,9,1,4,26,8.1,0.026,0.5,55,0.555,Medium,2026-09-20,pending,45
MT-00811,AST-0251,Track,Engineering,COR-008,10.0,9,3,14,69,8.5,0.395,8.2,83,0.834,Critical,2026-09-08,pending,90
MT-00812,AST-0404,Station Equipment,S&T,COR-002,10.0,4,4,7,26,7.6,0.424,13.5,59,0.586,Medium,2026-09-21,in_progress,210
MT-00813,AST-0715,Station Equipment,S&T,COR-006,5.2,6,3,30,73,5.1,0.856,24.7,68,0.685,High,2026-09-11,pending,90
MT-00814,AST-0492,Track,Engineering,COR-005,3.1,9,4,0,100,3.7,0.453,22.2,51,0.507,Low,2026-09-15,in_progress,105
MT-00815,AST-0602,Track,Engineering,COR-008,5.4,8,0,2,69,7.0,0.308,11.2,51,0.506,Low,2026-09-14,pending,60
MT-00816,AST-0601,Station Equipment,S&T,COR-009,5.2,5,0,6,26,4.1,0.0,12.0,34,0.343,Low,2026-09-25,completed,135
MT-00817,AST-0545,Station Equipment,S&T,COR-009,4.3,5,0,3,26,3.8,0.068,7.3,30,0.296,Low,2026-10-15,overdue,210
MT-00818,AST-0552,Signal,S&T,COR-010,6.1,8,0,2,20,5.0,0.265,21.1,38,0.375,Low,2026-10-03,completed,30
MT-00819,AST-0689,Track,Engineering,COR-002,5.4,7,1,3,26,7.3,0.293,8.6,49,0.486,Low,2026-09-18,pending,105
MT-00820,AST-0422,Track,Engineering,COR-007,2.9,8,0,4,45,4.6,0.0,4.7,40,0.4,Low,2026-09-15,in_progress,75
MT-00821,AST-0635,Station Equipment,S&T,COR-002,4.8,5,1,2,26,6.0,0.347,24.4,44,0.439,Low,2026-09-16,pending,30
MT-00822,AST-0040,Track,Engineering,COR-007,4.9,8,1,13,45,5.5,0.314,18.2,63,0.631,Medium,2026-09-16,completed,240
MT-00823,AST-0540,Track,Engineering,COR-002,5.3,7,0,2,26,4.7,0.016,1.5,46,0.458,Low,2026-09-18,pending,120
MT-00824,AST-0436,Signal,S&T,COR-008,5.4,9,0,1,69,8.0,0.339,14.3,65,0.646,High,2026-09-07,completed,150
MT-00825,AST-0754,Signal,S&T,COR-010,4.9,9,2,7,20,6.4,0.194,17.3,47,0.473,Low,2026-09-20,pending,210
MT-00826,AST-0753,Bridge,Engineering,COR-008,6.6,10,1,1,69,7.6,0.342,6.7,54,0.543,Medium,2026-09-16,in_progress,75
MT-00827,AST-0771,Track,Engineering,COR-007,6.4,8,4,13,45,5.3,0.49,25.2,67,0.666,High,2026-09-07,pending,75
MT-00828,AST-0503,Signal,S&T,COR-008,7.2,9,0,3,69,6.9,0.284,8.2,68,0.68,High,2026-09-06,pending,105
MT-00829,AST-0210,OHE,Traction Distribution,COR-008,4.4,8,1,10,69,6.2,0.386,9.4,67,0.67,High,2026-09-06,completed,195
MT-00830,AST-0697,Track,Engineering,COR-010,4.9,8,3,8,20,4.7,0.515,22.0,54,0.535,Medium,2026-09-14,in_progress,240
MT-00831,AST-0642,Station Equipment,S&T,COR-003,6.7,5,3,3,32,4.6,0.539,16.6,36,0.362,Low,2026-10-10,pending,60
MT-00832,AST-0495,Track,Engineering,COR-001,5.0,8,1,3,45,5.6,0.11,6.9,49,0.486,Low,2026-09-21,pending,210
MT-00833,AST-0243,Signal,S&T,COR-007,4.0,9,0,8,45,6.2,0.344,11.9,58,0.577,Medium,2026-09-22,completed,195
MT-00834,AST-0031,Signal,S&T,COR-002,10.0,8,3,2,26,9.5,0.815,39.2,75,0.75,Critical,2026-09-07,in_progress,105
MT-00835,AST-0330,OHE,Traction Distribution,COR-003,8.7,7,1,6,32,6.7,0.307,6.2,65,0.653,High,2026-09-09,completed,120
MT-00836,AST-0216,Track,Engineering,COR-009,4.1,8,1,1,26,4.9,0.214,11.0,45,0.447,Low,2026-09-14,in_progress,180
MT-00837,AST-0753,Bridge,Engineering,COR-008,8.1,10,1,1,69,10.0,0.322,6.7,65,0.655,High,2026-09-06,completed,165
MT-00838,AST-0302,OHE,Traction Distribution,COR-002,2.4,7,5,13,26,4.0,0.48,20.6,41,0.411,Low,2026-09-17,completed,165
MT-00839,AST-0613,OHE,Traction Distribution,COR-010,5.7,6,0,1,20,5.1,0.0,5.0,39,0.392,Low,2026-10-08,pending,60
MT-00840,AST-0081,Track,Engineering,COR-002,4.4,8,3,17,26,5.4,0.447,6.4,52,0.524,Low,2026-09-20,in_progress,120
MT-00841,AST-0070,Track,Engineering,COR-004,6.6,8,0,7,48,6.4,0.162,4.8,64,0.638,Medium,2026-09-13,in_progress,225
MT-00842,AST-0693,Bridge,Engineering,COR-005,6.2,10,3,2,100,7.6,0.75,19.2,62,0.624,Medium,2026-09-20,pending,60
MT-00843,AST-0680,Bridge,Engineering,COR-001,5.0,10,1,3,45,7.9,0.202,6.1,58,0.584,Medium,2026-09-15,completed,210
MT-00844,AST-0750,Station Equipment,S&T,COR-004,3.6,5,1,5,48,4.3,0.164,3.0,40,0.402,Low,2026-09-15,pending,210
MT-00845,AST-0450,Signal,S&T,COR-008,5.2,9,1,11,69,7.7,0.408,7.2,65,0.653,High,2026-09-06,pending,45
MT-00846,AST-0219,Station Equipment,S&T,COR-008,8.9,5,1,12,69,7.1,0.367,10.0,61,0.61,Medium,2026-09-14,completed,195
MT-00847,AST-0353,Track,Engineering,COR-009,5.5,7,1,6,26,5.9,0.311,4.0,39,0.387,Low,2026-10-04,completed,225
MT-00848,AST-0763,Signal,S&T,COR-003,7.4,9,0,8,32,7.8,0.0,9.5,56,0.564,Medium,2026-09-14,pending,165
MT-00849,AST-0640,Track,Engineering,COR-004,4.7,8,4,3,48,7.0,0.273,15.7,48,0.481,Low,2026-09-15,completed,75
MT-00850,AST-0590,Bridge,Engineering,COR-005,9.0,10,3,3,100,7.5,0.509,17.7,81,0.806,Critical,2026-09-09,pending,195
MT-00851,AST-0460,Track,Engineering,COR-010,2.3,8,0,2,20,7.4,0.13,11.4,35,0.355,Low,2026-09-25,completed,135
MT-00852,AST-0296,Track,Engineering,COR-008,5.9,8,2,16,69,5.8,0.448,14.9,68,0.682,High,2026-09-11,in_progress,210
MT-00853,AST-0311,Bridge,Engineering,COR-005,6.2,10,2,18,100,7.1,0.633,21.3,73,0.735,High,2026-09-07,completed,240
MT-00854,AST-0601,Station Equipment,S&T,COR-009,6.8,5,0,0,26,4.0,0.127,12.0,39,0.389,Low,2026-10-11,pending,150
MT-00855,AST-0423,Signal,S&T,COR-008,5.6,9,1,11,69,5.6,0.268,7.8,51,0.51,Low,2026-09-19,pending,120
MT-00856,AST-0122,OHE,Traction Distribution,COR-004,2.5,7,3,2,48,5.5,0.362,26.4,52,0.52,Low,2026-09-20,completed,30
MT-00857,AST-0308,Station Equipment,S&T,COR-009,5.0,4,3,4,26,6.3,0.604,20.1,43,0.434,Low,2026-09-15,pending,60
MT-00858,AST-0477,OHE,Traction Distribution,COR-001,2.8,7,1,0,45,4.1,0.061,0.8,20,0.198,Low,2026-09-27,pending,210
MT-00859,AST-0113,Bridge,Engineering,COR-006,6.9,10,1,2,73,8.1,0.245,11.9,60,0.598,Medium,2026-09-13,pending,195
MT-00860,AST-0642,Station Equipment,S&T,COR-003,7.5,5,3,2,32,5.7,0.37,16.6,42,0.423,Low,2026-09-14,in_progress,225
MT-00861,AST-0429,Track,Engineering,COR-005,4.5,9,0,4,100,7.3,0.163,6.8,56,0.564,Medium,2026-09-17,pending,150
MT-00862,AST-0203,OHE,Traction Distribution,COR-006,5.5,7,4,4,73,7.9,0.521,11.9,58,0.576,Medium,2026-09-18,in_progress,240
MT-00863,AST-0561,Signal,S&T,COR-009,5.9,8,0,0,26,7.9,0.137,8.5,44,0.436,Low,2026-09-20,pending,195
MT-00864,AST-0361,Track,Engineering,COR-008,3.7,8,3,13,69,5.2,0.286,9.8,53,0.527,Low,2026-09-22,completed,30
MT-00865,AST-0003,Signal,S&T,COR-006,5.7,10,1,9,73,7.8,0.178,17.8,60,0.602,Medium,2026-09-21,overdue,150
MT-00866,AST-0800,OHE,Traction Distribution,COR-005,7.4,8,1,19,100,7.6,0.623,14.9,84,0.837,Critical,2026-09-08,pending,135
MT-00867,AST-0160,Track,Engineering,COR-008,6.1,8,3,4,69,6.4,0.468,14.8,65,0.651,High,2026-09-08,in_progress,30
MT-00868,AST-0434,Track,Engineering,COR-004,5.0,9,1,6,48,5.4,0.095,8.2,50,0.503,Low,2026-09-22,in_progress,105
MT-00869,AST-0528,Signal,S&T,COR-001,6.1,9,5,1,45,6.1,0.389,21.2,53,0.531,Low,2026-09-19,pending,90
MT-00870,AST-0686,Signal,S&T,COR-010,5.4,8,0,5,20,7.3,0.131,8.7,43,0.434,Low,2026-09-16,completed,105
MT-00871,AST-0762,Track,Engineering,COR-006,3.6,10,0,2,73,7.7,0.361,4.5,57,0.573,Medium,2026-09-21,completed,165
MT-00872,AST-0506,Signal,S&T,COR-006,7.6,10,2,14,73,7.8,0.53,21.4,79,0.786,Critical,2026-09-06,completed,195
MT-00873,AST-0597,Station Equipment,S&T,COR-001,8.1,6,4,18,45,6.5,0.537,22.4,65,0.652,High,2026-09-10,overdue,210
MT-00874,AST-0663,Signal,S&T,COR-007,6.7,10,1,2,45,8.9,0.432,22.3,65,0.646,High,2026-09-11,in_progress,210
MT-00875,AST-0544,Bridge,Engineering,COR-010,6.6,9,2,6,20,5.4,0.406,6.1,56,0.565,Medium,2026-09-17,completed,210
MT-00876,AST-0456,Bridge,Engineering,COR-003,4.7,9,4,6,32,5.9,0.185,6.1,45,0.453,Low,2026-09-18,pending,240
MT-00877,AST-0299,Track,Engineering,COR-007,6.2,9,0,1,45,9.0,0.074,6.5,60,0.603,Medium,2026-09-12,overdue,90
MT-00878,AST-0358,Signal,S&T,COR-001,5.0,9,1,3,45,6.8,0.213,6.1,51,0.509,Low,2026-09-18,in_progress,105
MT-00879,AST-0315,Signal,S&T,COR-004,3.0,8,1,10,48,4.1,0.196,7.5,56,0.559,Medium,2026-09-15,pending,90
MT-00880,AST-0423,Signal,S&T,COR-008,6.6,9,1,7,69,7.3,0.269,7.8,66,0.662,High,2026-09-11,completed,180
MT-00881,AST-0178,OHE,Traction Distribution,COR-007,2.6,7,2,4,45,5.6,0.235,6.9,52,0.518,Low,2026-09-15,in_progress,195
MT-00882,AST-0751,Signal,S&T,COR-002,5.6,8,2,6,26,3.7,0.128,7.8,51,0.514,Low,2026-09-15,overdue,90
MT-00883,AST-0385,Bridge,Engineering,COR-010,4.6,8,2,18,20,6.0,0.146,7.9,55,0.547,Medium,2026-09-16,completed,75
MT-00884,AST-0800,OHE,Traction Distribution,COR-005,6.1,8,1,1,100,6.1,0.643,14.9,58,0.583,Medium,2026-09-19,completed,60
MT-00885,AST-0792,Station Equipment,S&T,COR-004,5.0,4,0,1,48,2.4,0.109,6.0,28,0.284,Low,2026-10-15,in_progress,60
MT-00886,AST-0609,Track,Engineering,COR-005,6.2,10,6,18,100,7.6,0.711,20.7,84,0.843,Critical,2026-09-08,in_progress,75
MT-00887,AST-0008,Track,Engineering,COR-005,6.0,9,1,6,100,6.8,0.161,4.6,65,0.648,High,2026-09-07,completed,150
MT-00888,AST-0257,OHE,Traction Distribution,COR-007,5.1,6,0,0,45,5.0,0.15,10.3,36,0.364,Low,2026-10-11,pending,45
MT-00889,AST-0316,OHE,Traction Distribution,COR-009,4.5,6,1,1,26,4.5,0.324,23.4,42,0.419,Low,2026-09-17,pending,240
MT-00890,AST-0159,Track,Engineering,COR-005,7.9,9,2,10,100,6.6,0.343,10.9,74,0.736,High,2026-09-08,overdue,150
MT-00891,AST-0484,Bridge,Engineering,COR-001,5.6,10,0,4,45,5.8,0.277,3.3,60,0.596,Medium,2026-09-22,overdue,30
MT-00892,AST-0251,Track,Engineering,COR-008,6.9,9,3,10,69,6.6,0.384,8.2,62,0.625,Medium,2026-09-17,overdue,225
MT-00893,AST-0405,Station Equipment,S&T,COR-005,9.6,6,3,22,100,7.7,0.651,18.7,87,0.866,Critical,2026-09-04,pending,240
MT-00894,AST-0193,Track,Engineering,COR-001,7.7,8,1,3,45,7.3,0.263,2.6,60,0.597,Medium,2026-09-22,pending,240
MT-00895,AST-0745,OHE,Traction Distribution,COR-004,6.3,8,0,3,48,6.5,0.211,6.2,59,0.587,Medium,2026-09-14,overdue,30
MT-00896,AST-0503,Signal,S&T,COR-008,4.9,9,0,1,69,5.4,0.347,8.2,57,0.572,Medium,2026-09-21,pending,90
MT-00897,AST-0771,Track,Engineering,COR-007,4.5,8,4,13,45,5.4,0.627,25.2,59,0.591,Medium,2026-09-22,in_progress,105
MT-00898,AST-0199,Signal,S&T,COR-008,5.5,8,1,0,69,6.9,0.183,9.1,50,0.502,Low,2026-09-17,pending,105
MT-00899,AST-0163,Signal,S&T,COR-002,7.3,8,1,19,26,7.4,0.261,10.6,73,0.732,High,2026-09-08,completed,60
MT-00900,AST-0690,Station Equipment,S&T,COR-009,5.6,4,2,0,26,3.8,0.199,1.6,31,0.31,Low,2026-09-26,in_progress,120
MT-00901,AST-0590,Bridge,Engineering,COR-005,1.1,10,3,14,100,2.8,0.531,17.7,63,0.627,Medium,2026-09-12,pending,150
MT-00902,AST-0366,Signal,S&T,COR-007,7.2,7,3,0,45,5.7,0.346,7.6,48,0.475,Low,2026-09-22,in_progress,180
MT-00903,AST-0247,Bridge,Engineering,COR-004,7.6,10,1,1,48,7.6,0.444,22.3,53,0.527,Low,2026-09-16,pending,195
MT-00904,AST-0029,Bridge,Engineering,COR-010,4.3,9,0,2,20,5.3,0.158,13.8,37,0.366,Low,2026-10-09,completed,165
MT-00905,AST-0191,Signal,S&T,COR-009,7.0,9,1,3,26,6.9,0.279,19.6,57,0.566,Medium,2026-09-14,completed,135
MT-00906,AST-0304,Track,Engineering,COR-009,6.3,8,1,4,26,7.3,0.373,3.8,57,0.573,Medium,2026-09-15,completed,105
MT-00907,AST-0149,Track,Engineering,COR-007,3.8,8,0,5,45,5.5,0.149,5.7,48,0.484,Low,2026-09-21,pending,195
MT-00908,AST-0658,Track,Engineering,COR-008,8.0,8,4,8,69,8.2,0.473,9.1,76,0.756,Critical,2026-09-09,pending,135
MT-00909,AST-0296,Track,Engineering,COR-008,4.3,8,2,3,69,4.2,0.541,14.9,53,0.534,Low,2026-09-14,pending,195
MT-00910,AST-0339,Track,Engineering,COR-007,5.7,8,1,3,45,6.0,0.38,14.4,48,0.483,Low,2026-09-12,overdue,90
MT-00911,AST-0480,Station Equipment,S&T,COR-008,5.2,6,0,1,69,3.1,0.197,15.6,44,0.445,Low,2026-09-21,pending,135
MT-00912,AST-0088,OHE,Traction Distribution,COR-009,4.5,7,1,7,26,4.9,0.372,14.1,48,0.477,Low,2026-09-12,in_progress,165
MT-00913,AST-0527,Track,Engineering,COR-009,7.7,8,4,2,26,6.0,0.614,40.0,53,0.528,Low,2026-09-12,pending,195
MT-00914,AST-0529,Bridge,Engineering,COR-004,8.3,10,1,6,48,9.6,0.445,5.0,74,0.741,High,2026-09-07,overdue,75
MT-00915,AST-0146,Track,Engineering,COR-006,8.1,8,1,25,73,7.6,0.376,19.1,76,0.76,Critical,2026-09-11,completed,165
MT-00916,AST-0136,Track,Engineering,COR-007,6.9,8,1,1,45,7.8,0.389,11.5,53,0.527,Low,2026-09-19,pending,135
MT-00917,AST-0318,Bridge,Engineering,COR-005,3.4,10,1,0,100,5.9,0.475,3.8,56,0.557,Medium,2026-09-12,completed,165
MT-00918,AST-0328,Track,Engineering,COR-010,3.0,7,2,12,20,3.7,0.278,3.6,50,0.503,Low,2026-09-22,in_progress,195
MT-00919,AST-0243,Signal,S&T,COR-007,5.7,9,0,2,45,5.7,0.264,11.9,58,0.582,Medium,2026-09-22,completed,45
MT-00920,AST-0036,OHE,Traction Distribution,COR-004,6.6,6,2,5,48,5.9,0.478,14.2,55,0.545,Medium,2026-09-19,overdue,195
MT-00921,AST-0369,OHE,Traction Distribution,COR-002,4.2,6,0,3,26,6.5,0.221,12.6,41,0.414,Low,2026-09-12,completed,195
MT-00922,AST-0449,Bridge,Engineering,COR-008,9.6,10,4,24,69,9.3,0.599,20.7,80,0.804,Critical,2026-09-06,completed,90
MT-00923,AST-0406,OHE,Traction Distribution,COR-006,6.2,8,0,13,73,6.1,0.401,14.4,74,0.742,High,2026-09-11,in_progress,150
MT-00924,AST-0159,Track,Engineering,COR-005,6.6,9,2,0,100,7.0,0.371,10.9,67,0.674,High,2026-09-10,pending,75
MT-00925,AST-0074,Signal,S&T,COR-005,6.4,10,3,7,100,7.5,0.16,2.2,73,0.727,High,2026-09-10,completed,180
MT-00926,AST-0698,Track,Engineering,COR-010,5.5,7,0,7,20,7.7,0.253,9.0,40,0.399,Low,2026-09-17,completed,105
MT-00927,AST-0558,Track,Engineering,COR-008,10.0,9,0,5,69,9.7,0.549,10.1,77,0.771,Critical,2026-09-09,pending,240
MT-00928,AST-0138,Track,Engineering,COR-001,4.3,8,2,13,45,6.0,0.356,8.7,56,0.562,Medium,2026-09-13,in_progress,30
MT-00929,AST-0642,Station Equipment,S&T,COR-003,5.3,5,3,8,32,4.7,0.468,16.6,50,0.505,Low,2026-09-12,pending,150
MT-00930,AST-0017,Track,Engineering,COR-003,4.1,8,4,4,32,5.9,0.338,13.4,45,0.449,Low,2026-09-14,pending,30
MT-00931,AST-0656,OHE,Traction Distribution,COR-007,8.0,7,1,2,45,7.2,0.319,5.9,54,0.542,Medium,2026-09-18,completed,90
MT-00932,AST-0495,Track,Engineering,COR-001,5.7,8,1,2,45,5.9,0.108,6.9,51,0.508,Low,2026-09-16,pending,75
MT-00933,AST-0619,Track,Engineering,COR-006,6.5,7,3,19,73,5.3,0.633,34.2,64,0.644,Medium,2026-09-18,completed,210
MT-00934,AST-0219,Station Equipment,S&T,COR-008,4.6,5,1,33,69,5.4,0.343,10.0,55,0.553,Medium,2026-09-16,pending,195
MT-00935,AST-0634,Track,Engineering,COR-001,7.0,8,0,2,45,6.8,0.164,4.6,54,0.536,Medium,2026-09-18,completed,210
MT-00936,AST-0036,OHE,Traction Distribution,COR-004,7.2,6,2,5,48,6.8,0.53,14.2,64,0.636,Medium,2026-09-22,overdue,210
MT-00937,AST-0020,Station Equipment,S&T,COR-009,6.4,4,0,7,26,6.2,0.0,2.4,47,0.467,Low,2026-09-18,completed,225
MT-00938,AST-0070,Track,Engineering,COR-004,4.9,8,0,10,48,6.5,0.211,4.8,61,0.611,Medium,2026-09-22,completed,60
MT-00939,AST-0579,Track,Engineering,COR-009,5.6,8,1,6,26,6.6,0.194,7.2,51,0.512,Low,2026-09-22,pending,210
MT-00940,AST-0481,OHE,Traction Distribution,COR-009,4.8,7,0,1,26,8.6,0.118,13.7,52,0.519,Low,2026-09-18,pending,105
MT-00941,AST-0745,OHE,Traction Distribution,COR-004,4.4,8,0,6,48,6.0,0.342,6.2,43,0.435,Low,2026-09-22,completed,45
MT-00942,AST-0032,Track,Engineering,COR-003,4.7,7,0,0,32,4.3,0.111,5.7,47,0.471,Low,2026-09-14,completed,60
MT-00943,AST-0524,Track,Engineering,COR-002,3.3,8,1,10,26,5.0,0.173,22.3,57,0.571,Medium,2026-09-17,completed,90
MT-00944,AST-0727,Station Equipment,S&T,COR-010,7.2,5,3,3,20,6.9,0.461,18.5,51,0.507,Low,2026-09-12,completed,240
MT-00945,AST-0022,Signal,S&T,COR-002,6.5,10,2,3,26,6.3,0.256,2.4,58,0.584,Medium,2026-09-13,pending,150
MT-00946,AST-0768,Track,Engineering,COR-002,5.8,8,0,8,26,5.6,0.041,4.2,49,0.495,Low,2026-09-13,pending,45
MT-00947,AST-0556,Track,Engineering,COR-001,8.4,7,2,27,45,8.0,0.64,26.9,73,0.734,High,2026-09-06,overdue,165
MT-00948,AST-0002,Track,Engineering,COR-005,6.0,9,2,4,100,6.6,0.424,10.1,62,0.62,Medium,2026-09-16,in_progress,135
MT-00949,AST-0655,Track,Engineering,COR-010,9.7,8,4,4,20,7.8,0.676,28.4,65,0.647,High,2026-09-10,completed,225
MT-00950,AST-0595,Track,Engineering,COR-001,8.1,8,2,1,45,8.3,0.473,15.0,63,0.629,Medium,2026-09-22,in_progress,45
MT-00951,AST-0440,Bridge,Engineering,COR-007,7.6,10,2,7,45,7.3,0.389,9.4,68,0.684,High,2026-09-11,overdue,180
MT-00952,AST-0164,Track,Engineering,COR-008,9.6,8,3,6,69,6.4,0.661,21.9,81,0.81,Critical,2026-09-07,completed,210
MT-00953,AST-0139,Bridge,Engineering,COR-008,6.4,10,3,2,69,6.2,0.571,10.2,63,0.631,Medium,2026-09-16,pending,90
MT-00954,AST-0739,OHE,Traction Distribution,COR-007,6.0,7,3,3,45,6.5,0.247,9.8,43,0.426,Low,2026-09-16,completed,120
MT-00955,AST-0635,Station Equipment,S&T,COR-002,6.9,5,1,10,26,5.5,0.365,24.4,60,0.595,Medium,2026-09-13,pending,135
MT-00956,AST-0690,Station Equipment,S&T,COR-009,3.2,4,2,2,26,2.6,0.221,1.6,22,0.215,Low,2026-09-23,pending,30
MT-00957,AST-0007,Signal,S&T,COR-003,4.2,9,4,10,32,5.0,0.443,6.1,52,0.516,Low,2026-09-15,completed,105
MT-00958,AST-0267,Bridge,Engineering,COR-007,3.4,10,3,4,45,6.1,0.293,10.7,53,0.526,Low,2026-09-21,pending,30
MT-00959,AST-0175,Bridge,Engineering,COR-005,5.9,10,0,6,100,8.5,0.502,2.6,75,0.748,Critical,2026-09-08,pending,45
MT-00960,AST-0630,Track,Engineering,COR-002,4.9,6,0,10,26,4.1,0.219,14.2,38,0.377,Low,2026-10-02,completed,240
MT-00961,AST-0520,Track,Engineering,COR-008,2.9,9,1,5,69,5.0,0.281,16.0,47,0.468,Low,2026-09-22,overdue,30
